"jahr","gemnr","gemname","geschl","alter","n","typ"
2002,"70714","Lavant ","männlich","45 bis 49 Jahre",9,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","50 bis 54 Jahre",4,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","55 bis 59 Jahre",2,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","60 bis 64 Jahre",5,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","65 bis 69 Jahre",5,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","70 bis 74 Jahre",4,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","75 bis 79 Jahre",2,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","80 bis 84 Jahre",2,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","85 bis 89 Jahre",0,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","90 bis 94 Jahre",0,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","95 bis 99 Jahre",0,"Suburbaner Raum"
2002,"70714","Lavant ","männlich","100 Jahre und älter",0,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","45 bis 49 Jahre",12,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","50 bis 54 Jahre",5,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","55 bis 59 Jahre",3,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","60 bis 64 Jahre",1,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","65 bis 69 Jahre",4,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","70 bis 74 Jahre",11,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","75 bis 79 Jahre",6,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","80 bis 84 Jahre",2,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","85 bis 89 Jahre",1,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","90 bis 94 Jahre",0,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","95 bis 99 Jahre",0,"Suburbaner Raum"
2002,"70714","Lavant ","weiblich","100 Jahre und älter",0,"Suburbaner Raum"
2002,"70715","Leisach ","männlich","45 bis 49 Jahre",24,"Städte"
2002,"70715","Leisach ","männlich","50 bis 54 Jahre",23,"Städte"
2002,"70715","Leisach ","männlich","55 bis 59 Jahre",25,"Städte"
2002,"70715","Leisach ","männlich","60 bis 64 Jahre",22,"Städte"
2002,"70715","Leisach ","männlich","65 bis 69 Jahre",18,"Städte"
2002,"70715","Leisach ","männlich","70 bis 74 Jahre",19,"Städte"
2002,"70715","Leisach ","männlich","75 bis 79 Jahre",12,"Städte"
2002,"70715","Leisach ","männlich","80 bis 84 Jahre",5,"Städte"
2002,"70715","Leisach ","männlich","85 bis 89 Jahre",0,"Städte"
2002,"70715","Leisach ","männlich","90 bis 94 Jahre",1,"Städte"
2002,"70715","Leisach ","männlich","95 bis 99 Jahre",0,"Städte"
2002,"70715","Leisach ","männlich","100 Jahre und älter",0,"Städte"
2002,"70715","Leisach ","weiblich","45 bis 49 Jahre",26,"Städte"
2002,"70715","Leisach ","weiblich","50 bis 54 Jahre",24,"Städte"
2002,"70715","Leisach ","weiblich","55 bis 59 Jahre",25,"Städte"
2002,"70715","Leisach ","weiblich","60 bis 64 Jahre",26,"Städte"
2002,"70715","Leisach ","weiblich","65 bis 69 Jahre",15,"Städte"
2002,"70715","Leisach ","weiblich","70 bis 74 Jahre",18,"Städte"
2002,"70715","Leisach ","weiblich","75 bis 79 Jahre",13,"Städte"
2002,"70715","Leisach ","weiblich","80 bis 84 Jahre",4,"Städte"
2002,"70715","Leisach ","weiblich","85 bis 89 Jahre",3,"Städte"
2002,"70715","Leisach ","weiblich","90 bis 94 Jahre",4,"Städte"
2002,"70715","Leisach ","weiblich","95 bis 99 Jahre",0,"Städte"
2002,"70715","Leisach ","weiblich","100 Jahre und älter",0,"Städte"
2002,"70716","Lienz ","männlich","45 bis 49 Jahre",399,"Städte"
2002,"70716","Lienz ","männlich","50 bis 54 Jahre",357,"Städte"
2002,"70716","Lienz ","männlich","55 bis 59 Jahre",322,"Städte"
2002,"70716","Lienz ","männlich","60 bis 64 Jahre",311,"Städte"
2002,"70716","Lienz ","männlich","65 bis 69 Jahre",206,"Städte"
2002,"70716","Lienz ","männlich","70 bis 74 Jahre",198,"Städte"
2002,"70716","Lienz ","männlich","75 bis 79 Jahre",162,"Städte"
2002,"70716","Lienz ","männlich","80 bis 84 Jahre",94,"Städte"
2002,"70716","Lienz ","männlich","85 bis 89 Jahre",55,"Städte"
2002,"70716","Lienz ","männlich","90 bis 94 Jahre",28,"Städte"
2002,"70716","Lienz ","männlich","95 bis 99 Jahre",2,"Städte"
2002,"70716","Lienz ","männlich","100 Jahre und älter",0,"Städte"
2002,"70716","Lienz ","weiblich","45 bis 49 Jahre",408,"Städte"
2002,"70716","Lienz ","weiblich","50 bis 54 Jahre",401,"Städte"
2002,"70716","Lienz ","weiblich","55 bis 59 Jahre",376,"Städte"
2002,"70716","Lienz ","weiblich","60 bis 64 Jahre",369,"Städte"
2002,"70716","Lienz ","weiblich","65 bis 69 Jahre",256,"Städte"
2002,"70716","Lienz ","weiblich","70 bis 74 Jahre",292,"Städte"
2002,"70716","Lienz ","weiblich","75 bis 79 Jahre",323,"Städte"
2002,"70716","Lienz ","weiblich","80 bis 84 Jahre",262,"Städte"
2002,"70716","Lienz ","weiblich","85 bis 89 Jahre",152,"Städte"
2002,"70716","Lienz ","weiblich","90 bis 94 Jahre",78,"Städte"
2002,"70716","Lienz ","weiblich","95 bis 99 Jahre",9,"Städte"
2002,"70716","Lienz ","weiblich","100 Jahre und älter",1,"Städte"
2002,"70717","Matrei in Osttirol ","männlich","45 bis 49 Jahre",128,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","50 bis 54 Jahre",124,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","55 bis 59 Jahre",110,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","60 bis 64 Jahre",99,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","65 bis 69 Jahre",77,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","70 bis 74 Jahre",84,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","75 bis 79 Jahre",57,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","80 bis 84 Jahre",19,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","85 bis 89 Jahre",22,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","90 bis 94 Jahre",6,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","95 bis 99 Jahre",1,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","männlich","100 Jahre und älter",0,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","45 bis 49 Jahre",151,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","50 bis 54 Jahre",109,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","55 bis 59 Jahre",100,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","60 bis 64 Jahre",106,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","65 bis 69 Jahre",98,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","70 bis 74 Jahre",100,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","75 bis 79 Jahre",97,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","80 bis 84 Jahre",59,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","85 bis 89 Jahre",39,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","90 bis 94 Jahre",15,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","95 bis 99 Jahre",2,"Ländlicher Raum"
2002,"70717","Matrei in Osttirol ","weiblich","100 Jahre und älter",0,"Ländlicher Raum"
2002,"70718","Nikolsdorf ","männlich","45 bis 49 Jahre",28,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","50 bis 54 Jahre",18,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","55 bis 59 Jahre",19,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","60 bis 64 Jahre",29,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","65 bis 69 Jahre",22,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","70 bis 74 Jahre",20,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","75 bis 79 Jahre",12,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","80 bis 84 Jahre",7,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","85 bis 89 Jahre",3,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","90 bis 94 Jahre",0,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","95 bis 99 Jahre",1,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","männlich","100 Jahre und älter",0,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","45 bis 49 Jahre",20,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","50 bis 54 Jahre",23,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","55 bis 59 Jahre",24,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","60 bis 64 Jahre",33,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","65 bis 69 Jahre",21,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","70 bis 74 Jahre",15,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","75 bis 79 Jahre",12,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","80 bis 84 Jahre",6,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","85 bis 89 Jahre",8,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","90 bis 94 Jahre",2,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","95 bis 99 Jahre",2,"Suburbaner Raum"
2002,"70718","Nikolsdorf ","weiblich","100 Jahre und älter",0,"Suburbaner Raum"
2002,"70719","Nußdorf-Debant ","männlich","45 bis 49 Jahre",81,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","50 bis 54 Jahre",97,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","55 bis 59 Jahre",82,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","60 bis 64 Jahre",77,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","65 bis 69 Jahre",55,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","70 bis 74 Jahre",43,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","75 bis 79 Jahre",28,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","80 bis 84 Jahre",17,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","85 bis 89 Jahre",5,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","90 bis 94 Jahre",2,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","95 bis 99 Jahre",0,"Städte"
2002,"70719","Nußdorf-Debant ","männlich","100 Jahre und älter",0,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","45 bis 49 Jahre",102,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","50 bis 54 Jahre",91,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","55 bis 59 Jahre",87,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","60 bis 64 Jahre",72,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","65 bis 69 Jahre",48,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","70 bis 74 Jahre",55,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","75 bis 79 Jahre",37,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","80 bis 84 Jahre",24,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","85 bis 89 Jahre",11,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","90 bis 94 Jahre",8,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","95 bis 99 Jahre",0,"Städte"
2002,"70719","Nußdorf-Debant ","weiblich","100 Jahre und älter",0,"Städte"
2002,"70720","Oberlienz ","männlich","45 bis 49 Jahre",51,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","50 bis 54 Jahre",27,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","55 bis 59 Jahre",28,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","60 bis 64 Jahre",33,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","65 bis 69 Jahre",30,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","70 bis 74 Jahre",28,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","75 bis 79 Jahre",19,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","80 bis 84 Jahre",9,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","85 bis 89 Jahre",1,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","90 bis 94 Jahre",0,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","95 bis 99 Jahre",0,"Suburbaner Raum"
2002,"70720","Oberlienz ","männlich","100 Jahre und älter",0,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","45 bis 49 Jahre",40,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","50 bis 54 Jahre",36,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","55 bis 59 Jahre",21,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","60 bis 64 Jahre",47,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","65 bis 69 Jahre",35,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","70 bis 74 Jahre",34,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","75 bis 79 Jahre",16,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","80 bis 84 Jahre",11,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","85 bis 89 Jahre",9,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","90 bis 94 Jahre",3,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","95 bis 99 Jahre",0,"Suburbaner Raum"
2002,"70720","Oberlienz ","weiblich","100 Jahre und älter",0,"Suburbaner Raum"
2002,"70721","Obertilliach ","männlich","45 bis 49 Jahre",22,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","50 bis 54 Jahre",24,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","55 bis 59 Jahre",13,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","60 bis 64 Jahre",18,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","65 bis 69 Jahre",16,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","70 bis 74 Jahre",15,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","75 bis 79 Jahre",13,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","80 bis 84 Jahre",5,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","85 bis 89 Jahre",2,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","90 bis 94 Jahre",1,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","95 bis 99 Jahre",2,"Ländlicher Raum"
2002,"70721","Obertilliach ","männlich","100 Jahre und älter",0,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","45 bis 49 Jahre",24,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","50 bis 54 Jahre",25,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","55 bis 59 Jahre",9,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","60 bis 64 Jahre",20,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","65 bis 69 Jahre",16,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","70 bis 74 Jahre",14,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","75 bis 79 Jahre",22,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","80 bis 84 Jahre",15,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","85 bis 89 Jahre",6,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","90 bis 94 Jahre",0,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","95 bis 99 Jahre",0,"Ländlicher Raum"
2002,"70721","Obertilliach ","weiblich","100 Jahre und älter",0,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","45 bis 49 Jahre",26,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","50 bis 54 Jahre",30,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","55 bis 59 Jahre",17,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","60 bis 64 Jahre",21,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","65 bis 69 Jahre",30,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","70 bis 74 Jahre",30,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","75 bis 79 Jahre",12,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","80 bis 84 Jahre",3,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","85 bis 89 Jahre",4,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","90 bis 94 Jahre",1,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","95 bis 99 Jahre",0,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","männlich","100 Jahre und älter",0,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","45 bis 49 Jahre",26,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","50 bis 54 Jahre",22,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","55 bis 59 Jahre",24,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","60 bis 64 Jahre",33,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","65 bis 69 Jahre",32,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","70 bis 74 Jahre",28,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","75 bis 79 Jahre",26,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","80 bis 84 Jahre",8,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","85 bis 89 Jahre",3,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","90 bis 94 Jahre",3,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","95 bis 99 Jahre",0,"Ländlicher Raum"
2002,"70723","Prägraten am Großvenediger ","weiblich","100 Jahre und älter",0,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","45 bis 49 Jahre",33,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","50 bis 54 Jahre",24,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","55 bis 59 Jahre",21,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","60 bis 64 Jahre",23,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","65 bis 69 Jahre",18,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","70 bis 74 Jahre",21,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","75 bis 79 Jahre",15,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","80 bis 84 Jahre",6,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","85 bis 89 Jahre",6,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","90 bis 94 Jahre",2,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","95 bis 99 Jahre",0,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","männlich","100 Jahre und älter",0,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","45 bis 49 Jahre",23,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","50 bis 54 Jahre",21,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","55 bis 59 Jahre",23,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","60 bis 64 Jahre",40,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","65 bis 69 Jahre",23,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","70 bis 74 Jahre",21,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","75 bis 79 Jahre",18,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","80 bis 84 Jahre",9,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","85 bis 89 Jahre",6,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","90 bis 94 Jahre",1,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","95 bis 99 Jahre",0,"Ländlicher Raum"
2002,"70724","St. Jakob in Defereggen ","weiblich","100 Jahre und älter",0,"Ländlicher Raum"
2002,"70725","St. Johann im Walde ","männlich","45 bis 49 Jahre",9,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","50 bis 54 Jahre",13,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","55 bis 59 Jahre",3,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","60 bis 64 Jahre",8,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","65 bis 69 Jahre",7,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","70 bis 74 Jahre",6,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","75 bis 79 Jahre",3,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","80 bis 84 Jahre",3,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","85 bis 89 Jahre",3,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","90 bis 94 Jahre",1,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","95 bis 99 Jahre",0,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","männlich","100 Jahre und älter",0,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","45 bis 49 Jahre",15,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","50 bis 54 Jahre",5,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","55 bis 59 Jahre",7,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","60 bis 64 Jahre",8,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","65 bis 69 Jahre",7,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","70 bis 74 Jahre",7,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","75 bis 79 Jahre",10,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","80 bis 84 Jahre",5,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","85 bis 89 Jahre",2,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","90 bis 94 Jahre",1,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","95 bis 99 Jahre",0,"Suburbaner Raum"
2002,"70725","St. Johann im Walde ","weiblich","100 Jahre und älter",0,"Suburbaner Raum"
2002,"70726","St. Veit in Defereggen ","männlich","45 bis 49 Jahre",17,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","50 bis 54 Jahre",15,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","55 bis 59 Jahre",17,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","60 bis 64 Jahre",19,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","65 bis 69 Jahre",19,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","70 bis 74 Jahre",14,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","75 bis 79 Jahre",9,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","80 bis 84 Jahre",2,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","85 bis 89 Jahre",5,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","90 bis 94 Jahre",2,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","95 bis 99 Jahre",0,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","männlich","100 Jahre und älter",0,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","45 bis 49 Jahre",17,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","50 bis 54 Jahre",12,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","55 bis 59 Jahre",17,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","60 bis 64 Jahre",21,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","65 bis 69 Jahre",23,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","70 bis 74 Jahre",16,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","75 bis 79 Jahre",15,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","80 bis 84 Jahre",7,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","85 bis 89 Jahre",9,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","90 bis 94 Jahre",6,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","95 bis 99 Jahre",0,"Ländlicher Raum"
2002,"70726","St. Veit in Defereggen ","weiblich","100 Jahre und älter",0,"Ländlicher Raum"
2002,"70727","Schlaiten ","männlich","45 bis 49 Jahre",20,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","50 bis 54 Jahre",15,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","55 bis 59 Jahre",8,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","60 bis 64 Jahre",10,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","65 bis 69 Jahre",10,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","70 bis 74 Jahre",9,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","75 bis 79 Jahre",7,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","80 bis 84 Jahre",5,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","85 bis 89 Jahre",0,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","90 bis 94 Jahre",1,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","95 bis 99 Jahre",0,"Suburbaner Raum"
2002,"70727","Schlaiten ","männlich","100 Jahre und älter",0,"Suburbaner Raum"
2002,"70727","Schlaiten ","weiblich","45 bis 49 Jahre",14,"Suburbaner Raum"
2002,"70727","Schlaiten ","weiblich","50 bis 54 Jahre",14,"Suburbaner Raum"
2002,"70727","Schlaiten ","weiblich","55 bis 59 Jahre",8,"Suburbaner Raum"
2002,"70727","Schlaiten ","weiblich","60 bis 64 Jahre",13,"Suburbaner Raum"
2002,"70727","Schlaiten ","weiblich","65 bis 69 Jahre",9,"Suburbaner Raum"
