C-A10-0;C-C11-0;C-GRGEMAKT-0;C-GALTEJ112-0;F-ISIS-1
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-29;2
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-30;3
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-31;6
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-32;3
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-33;10
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-34;9
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-35;8
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-36;9
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-37;9
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-38;8
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-39;8
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-40;4
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-41;5
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-42;7
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-43;6
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-44;5
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-45;3
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-46;8
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-47;7
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-48;4
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-49;2
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-50;5
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-51;6
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-52;3
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-53;4
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-54;5
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-55;5
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-56;1
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-57;4
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-58;4
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-59;7
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-60;5
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-61;3
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-62;11
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-63;7
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-64;8
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-65;10
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-66;4
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-67;5
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-68;6
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-69;4
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-70;4
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-71;6
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-72;6
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-73;5
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-74;8
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-75;4
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-76;5
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-77;3
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-78;3
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-79;2
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-80;3
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-81;5
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-82;2
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-83;4
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-84;1
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-85;1
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-86;1
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-87;1
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-88;3
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-89;2
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-90;1
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-91;1
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-93;1
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-94;3
A10-2002;C11-2;GRGEMAKT-31609;GALTEJ112-99;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-1;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-2;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-3;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-4;7
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-5;8
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-6;9
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-7;8
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-8;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-9;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-10;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-11;6
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-12;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-13;11
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-14;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-15;8
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-16;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-17;7
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-18;7
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-19;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-20;7
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-21;8
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-22;11
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-23;10
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-24;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-25;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-26;6
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-27;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-28;2
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-29;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-30;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-31;9
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-32;7
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-33;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-34;11
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-35;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-36;9
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-37;6
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-38;11
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-39;8
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-40;12
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-41;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-42;7
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-43;11
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-44;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-45;8
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-46;7
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-47;7
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-48;2
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-49;6
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-50;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-51;2
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-52;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-53;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-54;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-55;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-56;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-57;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-58;2
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-59;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-60;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-61;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-62;8
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-63;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-64;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-65;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-66;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-67;7
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-68;8
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-69;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-70;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-71;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-72;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-73;4
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-74;6
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-75;2
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-76;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-77;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-78;5
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-79;2
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-80;2
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-81;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-82;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-83;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-84;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-85;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-86;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-87;2
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-88;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-89;3
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-90;2
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-91;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-92;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-93;1
A10-2002;C11-2;GRGEMAKT-31611;GALTEJ112-95;1
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-1;20
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-2;16
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-3;9
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-4;22
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-5;21
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-6;22
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-7;20
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-8;20
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-9;16
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-10;27
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-11;23
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-12;25
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-13;24
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-14;24
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-15;22
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-16;18
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-17;14
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-18;18
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-19;23
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-20;25
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-21;18
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-22;26
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-23;19
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-24;18
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-25;23
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-26;17
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-27;23
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-28;28
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-29;25
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-30;38
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-31;21
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-32;17
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-33;29
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-34;29
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-35;36
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-36;30
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-37;25
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-38;29
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-39;31
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-40;28
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-41;33
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-42;34
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-43;23
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-44;31
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-45;27
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-46;20
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-47;19
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-48;28
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-49;30
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-50;21
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-51;24
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-52;28
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-53;22
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-54;24
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-55;26
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-56;13
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-57;12
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-58;14
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-59;18
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-60;16
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-61;25
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-62;19
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-63;21
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-64;21
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-65;21
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-66;14
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-67;17
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-68;7
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-69;16
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-70;12
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-71;17
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-72;11
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-73;11
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-74;13
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-75;15
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-76;18
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-77;20
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-78;12
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-79;13
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-80;11
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-81;14
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-82;6
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-83;4
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-84;8
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-85;5
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-86;4
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-87;1
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-88;6
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-89;2
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-90;4
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-91;8
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-92;6
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-93;2
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-94;1
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-95;1
A10-2002;C11-2;GRGEMAKT-31612;GALTEJ112-98;1
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-1;7
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-2;8
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-3;2
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-4;8
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-5;2
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-6;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-7;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-8;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-9;9
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-10;14
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-11;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-12;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-13;7
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-14;8
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-15;3
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-16;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-17;9
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-18;1
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-19;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-20;11
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-21;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-22;9
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-23;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-24;4
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-25;4
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-26;7
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-27;7
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-28;4
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-29;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-30;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-31;12
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-32;9
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-33;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-34;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-35;4
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-36;8
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-37;8
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-38;16
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-39;9
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-40;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-41;16
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-42;11
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-43;3
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-44;12
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-45;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-46;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-47;4
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-48;11
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-49;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-50;10
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-51;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-52;8
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-53;11
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-54;8
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-55;7
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-56;3
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-57;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-58;3
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-59;4
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-60;3
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-61;3
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-62;9
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-63;12
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-64;11
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-65;7
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-66;10
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-67;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-68;9
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-69;11
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-70;8
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-71;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-72;9
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-73;7
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-74;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-75;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-76;8
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-77;7
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-78;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-79;4
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-80;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-81;6
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-82;8
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-83;4
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-85;2
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-86;2
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-87;2
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-88;1
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-89;5
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-90;2
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-91;1
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-93;1
A10-2002;C11-2;GRGEMAKT-31613;GALTEJ112-96;1
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-1;10
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-2;8
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-3;8
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-4;8
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-5;11
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-6;13
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-7;8
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-8;14
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-9;14
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-10;10
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-11;12
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-12;11
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-13;11
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-14;6
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-15;10
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-16;8
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-17;10
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-18;12
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-19;10
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-20;16
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-21;13
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-22;5
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-23;15
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-24;7
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-25;8
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-26;5
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-27;6
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-28;11
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-29;9
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-30;12
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-31;10
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-32;9
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-33;15
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-34;13
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-35;10
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-36;31
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-37;28
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-38;23
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-39;17
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-40;19
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-41;22
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-42;17
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-43;16
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-44;16
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-45;16
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-46;18
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-47;20
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-48;27
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-49;14
A10-2002;C11-2;GRGEMAKT-31614;GALTEJ112-50;7
