jahr;gemnr;n
2005;Steinberg-Dörfl <10821>;1214,5
2005;Stoob <10822>;1397,625
2005;Weppersdorf <10823>;1765,75
2005;Lackendorf <10824>;582
2005;Unterfrauenhaid <10825>;685,875
2005;Unterrabnitz-Schwendgraben <10826>;643
2005;Weingraben <10827>;386,75
2005;Oberloisdorf <10828>;790,875
2005;Bad Tatzmannsdorf <10901>;1323,125
2005;Bernstein <10902>;2319,375
2005;Deutsch Schützen-Eisenberg <10903>;1155,375
2005;Grafenschachen <10904>;1213,375
2005;Großpetersdorf <10905>;3576,125
2005;Hannersdorf <10906>;813,625
2005;Kemeten <10907>;1547,25
2005;Kohfidisch <10908>;1432,5
2005;Litzelsdorf <10909>;1165
2005;Loipersdorf-Kitzladen <10910>;1243,875
2005;Mariasdorf <10911>;1224,375
2005;Markt Allhau <10912>;1784,75
2005;Markt Neuhodis <10913>;717,5
2005;Mischendorf <10914>;1745
2005;Oberdorf im Burgenland <10915>;1066,75
2005;Oberschützen <10916>;2274,375
2005;Oberwart <10917>;6806,25
2005;Pinkafeld <10918>;5263,25
2005;Rechnitz <10919>;3151,375
2005;Riedlingsdorf <10920>;1634,125
2005;Rotenturm an der Pinka <10921>;1430,625
2005;Schachendorf <10922>;800,25
2005;Stadtschlaining <10923>;2055,25
2005;Unterkohlstätten <10924>;1062,125
2005;Unterwart <10925>;926,375
2005;Weiden bei Rechnitz <10926>;882,875
2005;Wiesfleck <10927>;1145,375
2005;Wolfau <10928>;1371,5
2005;Neustift an der Lafnitz <10929>;662,875
2005;Jabing <10930>;742,375
2005;Badersdorf <10931>;330,125
2005;Schandorf <10932>;297,375
2006;Eisenstadt <10101>;12256,125
2006;Rust <10201>;1811,75
2006;Breitenbrunn am Neusiedler See <10301>;1780,75
2006;Donnerskirchen <10302>;1717,75
2006;Großhöflein <10303>;1841,75
2006;Hornstein <10304>;2602
2006;Klingenbach <10305>;1164,75
2006;Leithaprodersdorf <10306>;1161,5
2006;Mörbisch am See <10307>;2343,125
2006;Müllendorf <10308>;1305,75
2006;Neufeld an der Leitha <10309>;3057,25
