jahr;gemnr;n
2015;Wien 5.,Margareten <90501>;54506,75
2015;Wien 6.,Mariahilf <90601>;31244,5
2015;Wien 7.,Neubau <90701>;31567,625
2015;Wien 8.,Josefstadt <90801>;24669
2015;Wien 9.,Alsergrund <90901>;41181,875
2015;Wien 10.,Favoriten <91001>;191949,125
2015;Wien 11.,Simmering <91101>;96377
2015;Wien 12.,Meidling <91201>;93048,625
2015;Wien 13.,Hietzing <91301>;52490,5
2015;Wien 14.,Penzing <91401>;90016,375
2015;Wien 15.,Rudolfsheim-Fünfhaus <91501>;77043,375
2015;Wien 16.,Ottakring <91601>;101454,625
2015;Wien 17.,Hernals <91701>;56008,625
2015;Wien 18.,Währing <91801>;49538,125
2015;Wien 19.,Döbling <91901>;70465,5
2015;Wien 20.,Brigittenau <92001>;85547,75
2015;Wien 21.,Floridsdorf <92101>;153743,75
2015;Wien 22.,Donaustadt <92201>;176796
2015;Wien 23.,Liesing <92301>;97442,25
2016;Wien 1.,Innere Stadt <90101>;16455,5
2016;Wien 2.,Leopoldstadt <90201>;104221,5
2016;Wien 3.,Landstraße <90301>;89973,875
2016;Wien 4.,Wieden <90401>;32879,25
2016;Wien 5.,Margareten <90501>;55126,75
2016;Wien 6.,Mariahilf <90601>;31615,375
2016;Wien 7.,Neubau <90701>;32136,375
2016;Wien 8.,Josefstadt <90801>;25257
2016;Wien 9.,Alsergrund <90901>;42204,25
2016;Wien 10.,Favoriten <91001>;196773,625
2016;Wien 11.,Simmering <91101>;98580,875
2016;Wien 12.,Meidling <91201>;95030,875
2016;Wien 13.,Hietzing <91301>;53969,25
2016;Wien 14.,Penzing <91401>;91904,125
2016;Wien 15.,Rudolfsheim-Fünfhaus <91501>;78724
2016;Wien 16.,Ottakring <91601>;103555,25
2016;Wien 17.,Hernals <91701>;56845,625
2016;Wien 18.,Währing <91801>;50504,125
2016;Wien 19.,Döbling <91901>;71715
2016;Wien 20.,Brigittenau <92001>;86482,875
2016;Wien 21.,Floridsdorf <92101>;157415,5
2016;Wien 22.,Donaustadt <92201>;182026,25
2016;Wien 23.,Liesing <92301>;99756,25
2017;Wien 1.,Innere Stadt <90101>;16434,375
2017;Wien 2.,Leopoldstadt <90201>;105143,375
2017;Wien 3.,Landstraße <90301>;90462,625
2017;Wien 4.,Wieden <90401>;33142
2017;Wien 5.,Margareten <90501>;55525,5
2017;Wien 6.,Mariahilf <90601>;31938,75
2017;Wien 7.,Neubau <90701>;32204,75
2017;Wien 8.,Josefstadt <90801>;25557,75
2017;Wien 9.,Alsergrund <90901>;42739,5
2017;Wien 10.,Favoriten <91001>;199855,375
2017;Wien 11.,Simmering <91101>;101002,125
2017;Wien 12.,Meidling <91201>;96731,375
2017;Wien 13.,Hietzing <91301>;54214,25
2017;Wien 14.,Penzing <91401>;92546,625
2017;Wien 15.,Rudolfsheim-Fünfhaus <91501>;79027,75
2017;Wien 16.,Ottakring <91601>;104468,5
2017;Wien 17.,Hernals <91701>;57389,25
2017;Wien 18.,Währing <91801>;51344,375
2017;Wien 19.,Döbling <91901>;72472,125
2017;Wien 20.,Brigittenau <92001>;87095,375
2017;Wien 21.,Floridsdorf <92101>;160740,125
2017;Wien 22.,Donaustadt <92201>;185535,625
2017;Wien 23.,Liesing <92301>;102138,75
2018;Wien 1.,Innere Stadt <90101>;16329,25
2018;Wien 2.,Leopoldstadt <90201>;105315,25
2018;Wien 3.,Landstraße <90301>;91214,875
2018;Wien 4.,Wieden <90401>;33275,25
2018;Wien 5.,Margareten <90501>;55578,875
2018;Wien 6.,Mariahilf <90601>;31979,625
2018;Wien 7.,Neubau <90701>;32352,375
2018;Wien 8.,Josefstadt <90801>;25478
2018;Wien 9.,Alsergrund <90901>;42223,875
2018;Wien 10.,Favoriten <91001>;203234
2018;Wien 11.,Simmering <91101>;101781,25
2018;Wien 12.,Meidling <91201>;97578,75
2018;Wien 13.,Hietzing <91301>;54037,875
2018;Wien 14.,Penzing <91401>;92750,5
2018;Wien 15.,Rudolfsheim-Fünfhaus <91501>;78299,25
2018;Wien 16.,Ottakring <91601>;104275
2018;Wien 17.,Hernals <91701>;57472,25
2018;Wien 18.,Währing <91801>;51666
2018;Wien 19.,Döbling <91901>;72667,375
2018;Wien 20.,Brigittenau <92001>;86830,875
2018;Wien 21.,Floridsdorf <92101>;164039,25
2018;Wien 22.,Donaustadt <92201>;188828,375
2018;Wien 23.,Liesing <92301>;104934,5
2019;Wien 1.,Innere Stadt <90101>;16161,875
2019;Wien 2.,Leopoldstadt <90201>;105235,75
2019;Wien 3.,Landstraße <90301>;91752,375
2019;Wien 4.,Wieden <90401>;33181,125
2019;Wien 5.,Margareten <90501>;55183,25
2019;Wien 6.,Mariahilf <90601>;31758,375
2019;Wien 7.,Neubau <90701>;32075,875
2019;Wien 8.,Josefstadt <90801>;25147,375
2019;Wien 9.,Alsergrund <90901>;41917,5
2019;Wien 10.,Favoriten <91001>;205630,125
2019;Wien 11.,Simmering <91101>;103872,5
2019;Wien 12.,Meidling <91201>;97232,5
2019;Wien 13.,Hietzing <91301>;53861
2019;Wien 14.,Penzing <91401>;93300,75
2019;Wien 15.,Rudolfsheim-Fünfhaus <91501>;77184,25
2019;Wien 16.,Ottakring <91601>;103444
2019;Wien 17.,Hernals <91701>;57090,875
2019;Wien 18.,Währing <91801>;51462,25
2019;Wien 19.,Döbling <91901>;73401
2019;Wien 20.,Brigittenau <92001>;86471,5
2019;Wien 21.,Floridsdorf <92101>;166619,625
2019;Wien 22.,Donaustadt <92201>;192879,75
2019;Wien 23.,Liesing <92301>;108382,625
2020;Wien 1.,Innere Stadt <90101>;15897,75
2020;Wien 2.,Leopoldstadt <90201>;105562,625
2020;Wien 3.,Landstraße <90301>;92357,5
2020;Wien 4.,Wieden <90401>;33059,625
2020;Wien 5.,Margareten <90501>;54890,25
2020;Wien 6.,Mariahilf <90601>;31494,125
2020;Wien 7.,Neubau <90701>;31812,5
2020;Wien 8.,Josefstadt <90801>;24571
2020;Wien 9.,Alsergrund <90901>;41772
2020;Wien 10.,Favoriten <91001>;208559,5
2020;Wien 11.,Simmering <91101>;104609,25
2020;Wien 12.,Meidling <91201>;97143,25
2020;Wien 13.,Hietzing <91301>;54002,375
2020;Wien 14.,Penzing <91401>;93481,25
2020;Wien 15.,Rudolfsheim-Fünfhaus <91501>;76436
2020;Wien 16.,Ottakring <91601>;102905,625
2020;Wien 17.,Hernals <91701>;56789,625
2020;Wien 18.,Währing <91801>;51349,25
2020;Wien 19.,Döbling <91901>;73847,75
2020;Wien 20.,Brigittenau <92001>;85770,25
2020;Wien 21.,Floridsdorf <92101>;170608,5
2020;Wien 22.,Donaustadt <92201>;197168,25
2020;Wien 23.,Liesing <92301>;111067
2021;Wien 1.,Innere Stadt <90101>;15812,875
2021;Wien 2.,Leopoldstadt <90201>;104721,875
2021;Wien 3.,Landstraße <90301>;93398,25
2021;Wien 4.,Wieden <90401>;33038,25
2021;Wien 5.,Margareten <90501>;53999,75
2021;Wien 6.,Mariahilf <90601>;31022,75
2021;Wien 7.,Neubau <90701>;31466,125
2021;Wien 8.,Josefstadt <90801>;24160,75
2021;Wien 9.,Alsergrund <90901>;41497,75
2021;Wien 10.,Favoriten <91001>;211398,5
2021;Wien 11.,Simmering <91101>;105416
2021;Wien 12.,Meidling <91201>;97479,875
2021;Wien 13.,Hietzing <91301>;53837,25
2021;Wien 14.,Penzing <91401>;93108,625
